"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"302","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","92","33","key-spacing","Missing space before value for key 'cd'.","https://eslint.org/docs/latest/rules/key-spacing","layout","eslint-lwc"
"303","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","92","62","no-trailing-spaces","Trailing spaces not allowed.","https://eslint.org/docs/latest/rules/no-trailing-spaces","layout","eslint-lwc"
"304","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","93","1","indent","Expected indentation of 12 spaces but found 8.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"305","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","93","9","dot-location","Expected dot to be on same line as object.","https://eslint.org/docs/latest/rules/dot-location","layout","eslint-lwc"
"306","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","93","15","arrow-parens","Expected parentheses around arrow function argument.","https://eslint.org/docs/latest/rules/arrow-parens","layout","eslint-lwc"
"307","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","93","15","no-unused-vars","'result' is defined but never used.","https://eslint.org/docs/latest/rules/no-unused-vars","problem","eslint-lwc"
"308","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","93","25","padded-blocks","Block must be padded by blank lines.","https://eslint.org/docs/latest/rules/padded-blocks","layout","eslint-lwc"
"309","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","94","1","indent","Expected indentation of 16 spaces but found 12.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"310","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","94","13","no-console","Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console","suggestion","eslint-lwc"
"311","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","94","25","prefer-template","Unexpected string concatenation.","https://eslint.org/docs/latest/rules/prefer-template","suggestion","eslint-lwc"
"312","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","94","25","quotes","Strings must use doublequote.","https://eslint.org/docs/latest/rules/quotes","layout","eslint-lwc"
"313","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","94","34","space-infix-ops","Operator '+' must be spaced.","https://eslint.org/docs/latest/rules/space-infix-ops","layout","eslint-lwc"
"314","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","95","1","indent","Expected indentation of 16 spaces but found 12.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"315","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","95","17","prefer-const","'titleText' is never reassigned. Use 'const' instead.","https://eslint.org/docs/latest/rules/prefer-const","suggestion","eslint-lwc"
"316","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","95","29","quotes","Strings must use doublequote.","https://eslint.org/docs/latest/rules/quotes","layout","eslint-lwc"
"317","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","96","1","indent","Expected indentation of 16 spaces but found 12.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"318","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","97","1","indent","Expected indentation of 16 spaces but found 12.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"319","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","97","32","padded-blocks","Block must be padded by blank lines.","https://eslint.org/docs/latest/rules/padded-blocks","layout","eslint-lwc"
"320","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","98","1","indent","Expected indentation of 12 spaces but found 8.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"321","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","98","12","newline-per-chained-call","Expected line break before `.catch`.","https://eslint.org/docs/latest/rules/newline-per-chained-call","layout","eslint-lwc"
"322","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","98","19","arrow-parens","Expected parentheses around arrow function argument.","https://eslint.org/docs/latest/rules/arrow-parens","layout","eslint-lwc"
"323","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","98","28","padded-blocks","Block must be padded by blank lines.","https://eslint.org/docs/latest/rules/padded-blocks","layout","eslint-lwc"
"324","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","99","1","indent","Expected indentation of 16 spaces but found 12.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"325","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","99","13","no-console","Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console","suggestion","eslint-lwc"
"326","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","100","1","indent","Expected indentation of 16 spaces but found 12.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"327","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","100","32","padded-blocks","Block must be padded by blank lines.","https://eslint.org/docs/latest/rules/padded-blocks","layout","eslint-lwc"
"328","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","101","1","indent","Expected indentation of 12 spaces but found 8.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"329","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","101","12","no-trailing-spaces","Trailing spaces not allowed.","https://eslint.org/docs/latest/rules/no-trailing-spaces","layout","eslint-lwc"
"330","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","102","1","no-trailing-spaces","Trailing spaces not allowed.","https://eslint.org/docs/latest/rules/no-trailing-spaces","layout","eslint-lwc"
"331","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","105","5","lines-between-class-members","Expected blank line between class members.","https://eslint.org/docs/latest/rules/lines-between-class-members","layout","eslint-lwc"
"332","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","105","10","space-before-function-paren","Missing space before function parentheses.","https://eslint.org/docs/latest/rules/space-before-function-paren","layout","eslint-lwc"
"333","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","105","21","padded-blocks","Block must be padded by blank lines.","https://eslint.org/docs/latest/rules/padded-blocks","layout","eslint-lwc"
"334","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","105","21","space-before-blocks","Missing space before opening brace.","https://eslint.org/docs/latest/rules/space-before-blocks","layout","eslint-lwc"
"335","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","107","13","quote-props","Unquoted property 'title' found.","https://eslint.org/docs/latest/rules/quote-props","suggestion","eslint-lwc"
"336","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","107","19","key-spacing","Missing space before value for key 'title'.","https://eslint.org/docs/latest/rules/key-spacing","layout","eslint-lwc"
"337","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","107","34","no-trailing-spaces","Trailing spaces not allowed.","https://eslint.org/docs/latest/rules/no-trailing-spaces","layout","eslint-lwc"
"338","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","108","13","quote-props","Unquoted property 'message' found.","https://eslint.org/docs/latest/rules/quote-props","suggestion","eslint-lwc"
"339","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","108","13","sort-keys","Expected object keys to be in ascending order. 'message' should be before 'title'.","https://eslint.org/docs/latest/rules/sort-keys","suggestion","eslint-lwc"
"340","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","108","21","key-spacing","Missing space before value for key 'message'.","https://eslint.org/docs/latest/rules/key-spacing","layout","eslint-lwc"
"341","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","108","21","quotes","Strings must use doublequote.","https://eslint.org/docs/latest/rules/quotes","layout","eslint-lwc"
"342","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","109","13","quote-props","Unquoted property 'variant' found.","https://eslint.org/docs/latest/rules/quote-props","suggestion","eslint-lwc"
"343","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","109","21","key-spacing","Missing space before value for key 'variant'.","https://eslint.org/docs/latest/rules/key-spacing","layout","eslint-lwc"
"344","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","109","21","quotes","Strings must use doublequote.","https://eslint.org/docs/latest/rules/quotes","layout","eslint-lwc"
"345","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","109","30","comma-dangle","Unexpected trailing comma.","https://eslint.org/docs/latest/rules/comma-dangle","layout","eslint-lwc"
"346","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","111","33","padded-blocks","Block must be padded by blank lines.","https://eslint.org/docs/latest/rules/padded-blocks","layout","eslint-lwc"
"347","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","113","5","lines-between-class-members","Expected blank line between class members.","https://eslint.org/docs/latest/rules/lines-between-class-members","layout","eslint-lwc"
"348","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","113","16","space-before-function-paren","Missing space before function parentheses.","https://eslint.org/docs/latest/rules/space-before-function-paren","layout","eslint-lwc"
"349","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","113","18","padded-blocks","Block must be padded by blank lines.","https://eslint.org/docs/latest/rules/padded-blocks","layout","eslint-lwc"
"350","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","113","18","space-before-blocks","Missing space before opening brace.","https://eslint.org/docs/latest/rules/space-before-blocks","layout","eslint-lwc"
"351","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","114","40","quotes","Strings must use doublequote.","https://eslint.org/docs/latest/rules/quotes","layout","eslint-lwc"
"352","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","114","67","arrow-parens","Expected parentheses around arrow function argument.","https://eslint.org/docs/latest/rules/arrow-parens","layout","eslint-lwc"
"353","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","114","78","padded-blocks","Block must be padded by blank lines.","https://eslint.org/docs/latest/rules/padded-blocks","layout","eslint-lwc"
"354","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","115","1","indent","Expected indentation of 12 spaces but found 14.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"355","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","116","1","no-trailing-spaces","Trailing spaces not allowed.","https://eslint.org/docs/latest/rules/no-trailing-spaces","layout","eslint-lwc"
"356","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","117","1","indent","Expected indentation of 8 spaces but found 4.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"357","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","117","8","padded-blocks","Block must be padded by blank lines.","https://eslint.org/docs/latest/rules/padded-blocks","layout","eslint-lwc"
"358","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","118","1","indent","Expected indentation of 4 spaces but found 0.","https://eslint.org/docs/latest/rules/indent","layout","eslint-lwc"
"359","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","119","1","no-trailing-spaces","Trailing spaces not allowed.","https://eslint.org/docs/latest/rules/no-trailing-spaces","layout","eslint-lwc"
"360","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","120","1","no-trailing-spaces","Trailing spaces not allowed.","https://eslint.org/docs/latest/rules/no-trailing-spaces","layout","eslint-lwc"
"361","2","1","/home/runner/work/DevVillaProject1/DevVillaProject1/force-app/main/default/lwc/fetchProjectDetails/fetchProjectDetails.js","121","2","eol-last","Newline required at end of file but not found.","https://eslint.org/docs/latest/rules/eol-last","layout","eslint-lwc"
